age,job,marital,education,default,housing,loan,contact,month,day_of_week,campaign,pdays,previous,poutcome,emp.var.rate,cons.price.idx,cons.conf.idx,euribor3m,nr.employed,y,contactado_previamente,rango_edad
46,admin,married,university.degree,no,no,no,telephone,mayo,lunes,1.0,,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,0,0,Maduros (45-60)
59,technician,married,professional.course,no,yes,no,telephone,mayo,lunes,1.0,,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,0,0,Maduros (45-60)
49,blue-collar,married,basic,no,no,no,telephone,mayo,lunes,1.0,,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,0,0,Maduros (45-60)
54,management,married,basic,unknown,yes,no,telephone,mayo,lunes,1.0,,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,0,0,Maduros (45-60)
54,blue-collar,divorced,basic,no,no,no,telephone,mayo,lunes,1.0,,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,0,0,Maduros (45-60)
55,unknown,married,basic,unknown,yes,no,telephone,mayo,lunes,1.0,,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,0,0,Maduros (45-60)
34,services,married,high.school,no,no,no,telephone,mayo,lunes,1.0,,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,0,0,Adultos (30-45)
52,technician,married,basic,no,yes,no,telephone,mayo,lunes,1.0,,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,0,0,Maduros (45-60)
41,admin,married,university.degree,no,yes,no,telephone,mayo,lunes,1.0,,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,0,0,Adultos (30-45)
56,technician,married,basic,no,yes,no,telephone,mayo,lunes,1.0,,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,0,0,Maduros (45-60)
58,management,unknown,university.degree,no,yes,no,telephone,mayo,lunes,1.0,,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,0,0,Maduros (45-60)
32,entrepreneur,married,high.school,no,yes,no,telephone,mayo,lunes,1.0,,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,0,0,Adultos (30-45)
38,admin,single,professional.course,no,no,no,telephone,mayo,lunes,1.0,,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,0,0,Adultos (30-45)
57,admin,married,university.degree,no,no,yes,telephone,mayo,lunes,1.0,,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,0,0,Maduros (45-60)
44,admin,married,university.degree,unknown,yes,no,telephone,mayo,lunes,1.0,,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,0,0,Adultos (30-45)
42,technician,single,professional.course,unknown,no,no,telephone,mayo,lunes,1.0,,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,0,0,Adultos (30-45)
57,admin,married,university.degree,no,yes,yes,telephone,mayo,lunes,1.0,,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,0,0,Maduros (45-60)
40,blue-collar,married,basic,no,no,yes,telephone,mayo,lunes,1.0,,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,0,0,Adultos (30-45)
35,admin,married,university.degree,no,yes,no,telephone,mayo,lunes,1.0,,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,0,0,Adultos (30-45)
45,blue-collar,married,basic,no,yes,no,telephone,mayo,lunes,2.0,,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,0,0,Adultos (30-45)
54,admin,married,high.school,no,no,no,telephone,mayo,lunes,1.0,,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,0,0,Maduros (45-60)
39,housemaid,married,basic,no,no,yes,telephone,mayo,lunes,1.0,,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,0,0,Adultos (30-45)
60,admin,married,high.school,no,no,no,telephone,mayo,lunes,1.0,,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,0,0,Maduros (45-60)
53,admin,single,professional.course,no,no,no,telephone,mayo,lunes,1.0,,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,0,0,Maduros (45-60)
55,blue-collar,married,basic,unknown,no,no,telephone,mayo,lunes,2.0,,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,0,0,Maduros (45-60)
55,technician,married,professional.course,unknown,yes,no,telephone,mayo,lunes,1.0,,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,0,0,Maduros (45-60)
50,management,married,university.degree,unknown,no,yes,telephone,mayo,lunes,1.0,,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,0,0,Maduros (45-60)
45,services,married,high.school,unknown,yes,no,telephone,mayo,lunes,1.0,,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,0,0,Adultos (30-45)
55,unemployed,married,professional.course,unknown,yes,yes,telephone,mayo,lunes,1.0,,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,0,0,Maduros (45-60)
25,technician,single,university.degree,no,yes,no,telephone,mayo,lunes,1.0,,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,0,0,Jóvenes (<30)
47,entrepreneur,married,university.degree,unknown,no,no,telephone,mayo,lunes,1.0,,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,0,0,Maduros (45-60)
51,blue-collar,married,basic,no,yes,no,telephone,mayo,lunes,1.0,,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,0,0,Maduros (45-60)
42,blue-collar,married,basic,unknown,yes,no,telephone,mayo,lunes,1.0,,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,0,0,Adultos (30-45)
42,blue-collar,married,basic,unknown,no,no,telephone,mayo,lunes,1.0,,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,0,0,Adultos (30-45)
48,admin,married,high.school,no,no,no,telephone,mayo,lunes,1.0,,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,0,0,Maduros (45-60)
37,admin,married,university.degree,no,no,no,telephone,mayo,lunes,1.0,,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,0,0,Adultos (30-45)
44,blue-collar,single,basic,no,yes,no,telephone,mayo,lunes,1.0,,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,0,0,Adultos (30-45)
33,admin,married,university.degree,no,yes,no,telephone,mayo,lunes,1.0,,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,0,0,Adultos (30-45)
56,admin,married,basic,no,yes,no,telephone,mayo,lunes,2.0,,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,0,0,Maduros (45-60)
44,blue-collar,single,basic,unknown,yes,yes,telephone,mayo,lunes,1.0,,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,0,0,Adultos (30-45)
41,management,married,basic,no,no,no,telephone,mayo,lunes,1.0,,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,0,0,Adultos (30-45)
44,management,divorced,university.degree,no,yes,no,telephone,mayo,lunes,1.0,,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,0,0,Adultos (30-45)
47,admin,married,university.degree,unknown,yes,no,telephone,mayo,lunes,1.0,,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,0,0,Maduros (45-60)
57,unknown,married,basic,unknown,no,no,telephone,mayo,lunes,1.0,,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,0,0,Maduros (45-60)
37,admin,married,university.degree,unknown,yes,no,telephone,mayo,lunes,1.0,,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,0,0,Adultos (30-45)
41,blue-collar,divorced,basic,unknown,yes,no,telephone,mayo,lunes,1.0,,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,1,0,Adultos (30-45)
55,technician,married,university.degree,no,no,no,telephone,mayo,lunes,1.0,,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,0,0,Maduros (45-60)
33,services,married,high.school,unknown,yes,no,telephone,mayo,lunes,2.0,,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,0,0,Adultos (30-45)
55,management,married,university.degree,unknown,yes,no,telephone,mayo,lunes,1.0,,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,0,0,Maduros (45-60)
42,blue-collar,married,basic,unknown,no,no,telephone,mayo,lunes,1.0,,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,0,0,Adultos (30-45)
50,blue-collar,married,basic,unknown,yes,no,telephone,mayo,lunes,1.0,,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,0,0,Maduros (45-60)
51,blue-collar,married,basic,unknown,unknown,unknown,telephone,mayo,lunes,1.0,,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,0,0,Maduros (45-60)
38,admin,married,high.school,unknown,no,no,telephone,mayo,lunes,2.0,,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,0,0,Adultos (30-45)
49,entrepreneur,married,university.degree,unknown,yes,no,telephone,mayo,lunes,1.0,,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,1,0,Maduros (45-60)
38,technician,single,university.degree,no,no,yes,telephone,mayo,lunes,1.0,,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,0,0,Adultos (30-45)
31,admin,divorced,high.school,no,no,no,telephone,mayo,lunes,1.0,,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,0,0,Adultos (30-45)
41,management,married,basic,no,no,no,telephone,mayo,lunes,2.0,,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,0,0,Adultos (30-45)
39,admin,married,university.degree,no,yes,yes,telephone,mayo,lunes,1.0,,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,0,0,Adultos (30-45)
49,technician,married,basic,no,no,no,telephone,mayo,lunes,1.0,,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,1,0,Maduros (45-60)
34,admin,married,high.school,no,yes,no,telephone,mayo,lunes,2.0,,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,0,0,Adultos (30-45)
35,admin,married,university.degree,no,yes,no,telephone,mayo,lunes,2.0,,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,0,0,Adultos (30-45)
57,unknown,married,basic,unknown,yes,no,telephone,mayo,lunes,1.0,,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,0,0,Maduros (45-60)
60,admin,married,university.degree,unknown,no,yes,telephone,mayo,lunes,2.0,,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,0,0,Maduros (45-60)
33,unemployed,married,basic,no,no,no,telephone,mayo,lunes,1.0,,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,0,0,Adultos (30-45)
42,blue-collar,married,basic,no,no,yes,telephone,mayo,lunes,1.0,,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,0,0,Adultos (30-45)
45,services,married,professional.course,no,yes,no,telephone,mayo,lunes,1.0,,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,0,0,Adultos (30-45)
42,management,married,university.degree,no,no,no,telephone,mayo,lunes,1.0,,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,0,0,Adultos (30-45)
53,admin,divorced,university.degree,unknown,no,no,telephone,mayo,lunes,1.0,,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,0,0,Maduros (45-60)
37,technician,single,professional.course,no,no,no,telephone,mayo,lunes,1.0,,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,0,0,Adultos (30-45)
44,blue-collar,married,basic,no,no,no,telephone,mayo,lunes,1.0,,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,0,0,Adultos (30-45)
54,services,married,high.school,no,yes,no,telephone,mayo,lunes,1.0,,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,0,0,Maduros (45-60)
49,blue-collar,married,basic,no,no,no,telephone,mayo,lunes,3.0,,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,0,0,Maduros (45-60)
54,services,married,high.school,no,no,no,telephone,mayo,lunes,1.0,,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,0,0,Maduros (45-60)
52,admin,divorced,university.degree,no,no,no,telephone,mayo,lunes,1.0,,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,0,0,Maduros (45-60)
52,admin,divorced,university.degree,no,no,no,telephone,mayo,lunes,1.0,,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,0,0,Maduros (45-60)
43,services,single,high.school,unknown,no,no,telephone,mayo,lunes,1.0,,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,0,0,Adultos (30-45)
34,housemaid,married,basic,no,yes,no,telephone,mayo,lunes,2.0,,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,0,0,Adultos (30-45)
35,admin,married,high.school,no,yes,no,telephone,mayo,lunes,2.0,,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,0,0,Adultos (30-45)
42,entrepreneur,married,university.degree,unknown,yes,no,telephone,mayo,lunes,1.0,,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,0,0,Adultos (30-45)
43,technician,married,professional.course,unknown,yes,yes,telephone,mayo,lunes,1.0,,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,0,0,Adultos (30-45)
60,retired,divorced,university.degree,unknown,no,no,telephone,mayo,lunes,1.0,,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,0,0,Maduros (45-60)
58,unemployed,married,basic,unknown,no,no,telephone,mayo,lunes,2.0,,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,0,0,Maduros (45-60)
35,services,divorced,high.school,no,yes,no,telephone,mayo,lunes,1.0,,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,0,0,Adultos (30-45)
55,blue-collar,married,basic,unknown,yes,no,telephone,mayo,lunes,2.0,,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,0,0,Maduros (45-60)
37,management,married,university.degree,no,no,no,telephone,mayo,lunes,2.0,,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,0,0,Adultos (30-45)
36,blue-collar,married,high.school,no,no,no,telephone,mayo,lunes,1.0,,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,0,0,Adultos (30-45)
52,admin,divorced,university.degree,no,no,no,telephone,mayo,lunes,2.0,,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,0,0,Maduros (45-60)
57,blue-collar,divorced,basic,unknown,yes,no,telephone,mayo,lunes,1.0,,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,0,0,Maduros (45-60)
56,admin,married,university.degree,no,yes,no,telephone,mayo,lunes,1.0,,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,0,0,Maduros (45-60)
48,blue-collar,divorced,basic,unknown,yes,no,telephone,mayo,lunes,1.0,,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,0,0,Maduros (45-60)
40,blue-collar,married,high.school,unknown,yes,no,telephone,mayo,lunes,1.0,,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,0,0,Adultos (30-45)
49,blue-collar,divorced,high.school,no,no,no,telephone,mayo,lunes,1.0,,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,0,0,Maduros (45-60)
41,services,married,high.school,no,no,no,telephone,mayo,lunes,1.0,,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,0,0,Adultos (30-45)
45,technician,married,high.school,no,yes,no,telephone,mayo,lunes,1.0,,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,0,0,Adultos (30-45)
32,admin,married,university.degree,no,yes,yes,telephone,mayo,lunes,1.0,,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,0,0,Adultos (30-45)
42,admin,married,university.degree,no,no,yes,telephone,mayo,lunes,2.0,,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,0,0,Adultos (30-45)
50,admin,married,basic,no,no,no,telephone,mayo,lunes,1.0,,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,0,0,Maduros (45-60)
31,technician,divorced,professional.course,no,yes,yes,telephone,mayo,lunes,1.0,,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,0,0,Adultos (30-45)
56,retired,married,basic,no,yes,no,telephone,mayo,lunes,2.0,,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,0,0,Maduros (45-60)
41,technician,married,professional.course,unknown,yes,no,telephone,mayo,lunes,1.0,,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,1,0,Adultos (30-45)
37,blue-collar,married,basic,no,yes,yes,telephone,mayo,lunes,1.0,,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,0,0,Adultos (30-45)
41,technician,married,professional.course,unknown,no,no,telephone,mayo,lunes,1.0,,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,0,0,Adultos (30-45)
35,blue-collar,married,basic,no,yes,no,telephone,mayo,lunes,1.0,,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,0,0,Adultos (30-45)
37,blue-collar,married,basic,no,yes,no,telephone,mayo,lunes,1.0,,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,0,0,Adultos (30-45)
52,management,married,university.degree,no,no,no,telephone,mayo,lunes,1.0,,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,0,0,Maduros (45-60)
39,management,divorced,university.degree,no,no,no,telephone,mayo,lunes,1.0,,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,0,0,Adultos (30-45)
39,housemaid,married,basic,unknown,no,no,telephone,mayo,lunes,2.0,,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,0,0,Adultos (30-45)
56,blue-collar,married,basic,unknown,no,no,telephone,mayo,lunes,2.0,,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,0,0,Maduros (45-60)
34,services,married,high.school,no,yes,no,telephone,mayo,lunes,2.0,,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,0,0,Adultos (30-45)
45,blue-collar,married,basic,unknown,yes,no,telephone,mayo,lunes,1.0,,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,1,0,Adultos (30-45)
43,unemployed,single,university.degree,no,yes,no,telephone,mayo,lunes,1.0,,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,0,0,Adultos (30-45)
56,management,married,university.degree,no,yes,no,telephone,mayo,lunes,1.0,,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,0,0,Maduros (45-60)
39,management,married,university.degree,no,yes,no,telephone,mayo,lunes,1.0,,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,0,0,Adultos (30-45)
53,blue-collar,married,basic,no,yes,no,telephone,mayo,lunes,1.0,,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,0,0,Maduros (45-60)
38,unknown,divorced,high.school,unknown,yes,no,telephone,mayo,lunes,1.0,,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,0,0,Adultos (30-45)
42,blue-collar,married,basic,unknown,yes,no,telephone,mayo,lunes,1.0,,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,0,0,Adultos (30-45)
42,blue-collar,married,basic,unknown,no,no,telephone,mayo,lunes,1.0,,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,0,0,Adultos (30-45)
35,admin,single,high.school,no,yes,no,telephone,mayo,lunes,1.0,,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,0,0,Adultos (30-45)
40,admin,married,university.degree,unknown,yes,no,telephone,mayo,lunes,1.0,,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,0,0,Adultos (30-45)
51,blue-collar,married,basic,no,yes,no,telephone,mayo,lunes,1.0,,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,0,0,Maduros (45-60)
60,blue-collar,married,basic,unknown,no,no,telephone,mayo,lunes,1.0,,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,0,0,Maduros (45-60)
56,entrepreneur,married,university.degree,unknown,yes,no,telephone,mayo,lunes,1.0,,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,0,0,Maduros (45-60)
39,services,divorced,high.school,unknown,yes,no,telephone,mayo,lunes,1.0,,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,0,0,Adultos (30-45)
56,entrepreneur,married,university.degree,unknown,no,no,telephone,mayo,lunes,1.0,,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,0,0,Maduros (45-60)
40,blue-collar,married,basic,no,yes,yes,telephone,mayo,lunes,1.0,,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,0,0,Adultos (30-45)
36,blue-collar,married,basic,no,yes,yes,telephone,mayo,lunes,1.0,,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,0,0,Adultos (30-45)
51,blue-collar,married,basic,unknown,yes,no,telephone,mayo,lunes,1.0,,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,0,0,Maduros (45-60)
51,blue-collar,married,basic,unknown,no,no,telephone,mayo,lunes,1.0,,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,0,0,Maduros (45-60)
43,technician,single,professional.course,no,yes,no,telephone,mayo,lunes,2.0,,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,0,0,Adultos (30-45)
59,services,married,high.school,no,no,no,telephone,mayo,lunes,2.0,,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,0,0,Maduros (45-60)
24,management,single,university.degree,no,yes,no,telephone,mayo,lunes,2.0,,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,0,0,Jóvenes (<30)
37,blue-collar,single,basic,unknown,yes,yes,telephone,mayo,lunes,2.0,,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,0,0,Adultos (30-45)
40,blue-collar,married,basic,unknown,no,no,telephone,mayo,lunes,1.0,,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,0,0,Adultos (30-45)
42,blue-collar,married,basic,unknown,no,no,telephone,mayo,lunes,3.0,,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,0,0,Adultos (30-45)
39,services,divorced,high.school,unknown,no,no,telephone,mayo,lunes,1.0,,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,0,0,Adultos (30-45)
37,entrepreneur,married,basic,no,no,no,telephone,mayo,lunes,1.0,,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,0,0,Adultos (30-45)
38,services,married,high.school,no,yes,yes,telephone,mayo,lunes,1.0,,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,0,0,Adultos (30-45)
56,admin,divorced,university.degree,unknown,no,no,telephone,mayo,lunes,2.0,,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,0,0,Maduros (45-60)
40,blue-collar,married,basic,no,no,no,telephone,mayo,lunes,2.0,,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,0,0,Adultos (30-45)
54,management,divorced,university.degree,no,yes,no,telephone,mayo,lunes,2.0,,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,0,0,Maduros (45-60)
